date,city_name_date,temp_date,temp_min_date,temp_max_date,rain_date
1979-05-08,Huwei,25.88,20.65,32.39,4.86
1979-05-09,Huwei,25.96,21.14,34.39,0.11
1979-05-10,Huwei,26.22,21.0,33.41,0.55
1979-05-11,Huwei,25.54,20.65,32.41,2.96
1979-05-12,Huwei,25.4,20.96,31.97,0.25
1979-05-13,Huwei,26.43,21.21,35.97,0.0
1979-05-14,Huwei,26.28,19.72,32.97,0.49
1979-05-15,Huwei,25.02,21.04,32.41,1.44
1979-05-16,Huwei,22.16,16.97,28.41,17.63
1979-05-17,Huwei,19.97,16.88,28.41,37.61
1979-05-18,Huwei,20.7,17.97,28.41,7.75
1979-05-19,Huwei,22.58,19.15,30.41,4.53
1979-05-20,Huwei,23.84,19.65,31.41,1.57
1979-05-21,Huwei,23.9,21.36,30.41,80.48
1979-05-22,Huwei,25.02,21.97,31.39,98.17
1979-05-23,Huwei,25.14,21.97,31.41,25.64
1979-05-24,Huwei,23.97,19.45,31.41,0.0
1979-05-25,Huwei,25.13,20.85,30.41,0.5
1979-05-26,Huwei,25.35,21.44,30.97,1.64
1979-05-27,Huwei,25.89,20.86,32.97,4.64
1979-05-28,Huwei,24.56,21.95,27.97,9.05
1979-05-29,Huwei,24.07,21.73,28.41,74.8
1979-05-30,Huwei,24.19,20.72,29.41,21.24
1979-05-31,Huwei,24.2,19.92,31.39,6.55
1979-06-01,Huwei,24.96,20.41,29.97,0.73
1979-06-02,Huwei,25.31,20.98,30.41,0.0
1979-06-03,Huwei,25.21,20.57,30.97,0.0
1979-06-04,Huwei,25.5,20.24,32.41,0.0
1979-06-05,Huwei,25.56,19.92,31.41,0.0
1979-06-06,Huwei,26.2,20.82,33.41,2.72
1979-06-07,Huwei,26.47,22.52,31.41,20.17
1979-06-08,Huwei,24.65,21.73,28.97,64.96
1979-06-09,Huwei,24.66,21.87,28.41,54.13
1979-06-10,Huwei,25.94,22.05,30.97,12.84
1979-06-11,Huwei,26.0,22.35,30.97,17.96
1979-06-12,Huwei,24.78,21.91,30.97,61.4
1979-06-13,Huwei,23.25,20.97,29.39,103.4
1979-06-14,Huwei,22.91,20.64,27.41,106.21
1979-06-15,Huwei,24.13,19.76,30.41,21.13
1979-06-16,Huwei,25.5,21.41,29.98,2.1
1979-06-17,Huwei,24.53,20.85,32.41,0.0
1979-06-18,Huwei,25.92,20.93,32.97,0.54
1979-06-19,Huwei,27.15,21.96,32.97,0.21
1979-06-20,Huwei,27.34,22.55,34.41,0.47
1979-06-21,Huwei,27.96,22.76,33.39,5.59
1979-06-22,Huwei,27.38,23.42,34.39,0.23
1979-06-23,Huwei,27.9,23.56,32.41,1.88
1979-06-24,Huwei,27.79,23.31,32.97,0.47
1979-06-25,Huwei,27.58,22.54,33.39,0.88
1979-06-26,Huwei,28.02,22.2,35.41,4.58
1979-06-27,Huwei,27.25,23.85,30.97,17.73
1979-06-28,Huwei,26.31,23.41,34.39,32.55
1979-06-29,Huwei,26.66,23.72,32.39,33.3
1979-06-30,Huwei,27.38,22.55,33.41,2.94
1979-07-01,Huwei,27.23,22.67,32.97,0.22
1979-07-02,Huwei,28.02,22.46,32.97,0.46
1979-07-03,Huwei,28.53,24.09,34.39,2.45
1979-07-04,Huwei,28.62,23.74,33.97,0.9
1979-07-05,Huwei,28.72,24.4,33.97,0.0
1979-07-06,Huwei,28.51,23.16,32.97,3.47
1979-07-07,Huwei,28.86,24.53,33.41,1.73
1979-07-08,Huwei,28.9,24.63,32.97,4.32
1979-07-09,Huwei,29.16,24.69,35.41,0.34
1979-07-10,Huwei,29.0,25.11,35.41,8.63
1979-07-11,Huwei,28.66,22.93,36.41,0.9
1979-07-12,Huwei,28.81,23.74,34.41,2.17
1979-07-13,Huwei,28.81,23.54,33.97,3.4
1979-07-14,Huwei,28.6,23.64,36.41,3.56
1979-07-15,Huwei,28.6,22.02,34.41,3.48
1979-07-16,Huwei,27.91,21.49,32.97,1.08
1979-07-17,Huwei,27.87,23.91,33.97,4.55
1979-07-18,Huwei,27.87,22.81,33.41,13.38
1979-07-19,Huwei,28.14,22.25,33.04,4.15
1979-07-20,Huwei,28.18,22.86,34.41,5.23
1979-07-21,Huwei,28.61,24.83,33.41,2.38
1979-07-22,Huwei,27.61,23.41,33.97,0.79
1979-07-23,Huwei,27.94,23.76,32.97,1.17
1979-07-24,Huwei,27.68,23.68,32.97,9.78
1979-07-25,Huwei,26.23,21.09,32.97,3.46
1979-07-26,Huwei,27.8,21.93,33.65,0.49
1979-07-27,Huwei,27.55,23.23,32.13,0.25
1979-07-28,Huwei,28.13,25.28,32.97,5.75
1979-07-29,Huwei,27.42,23.88,32.39,4.54
1979-07-30,Huwei,26.85,22.76,32.97,3.78
1979-07-31,Huwei,27.09,22.96,35.39,5.65
1979-08-01,Huwei,28.03,24.97,35.39,0.56
1979-08-02,Huwei,28.22,23.97,32.39,27.98
1979-08-03,Huwei,26.96,23.69,33.41,7.41
1979-08-04,Huwei,27.76,23.03,34.41,2.66
1979-08-05,Huwei,26.79,22.45,31.97,1.64
1979-08-06,Huwei,27.29,23.23,32.97,0.87
1979-08-07,Huwei,28.3,23.46,33.97,3.56
1979-08-08,Huwei,28.28,23.41,33.97,5.91
1979-08-09,Huwei,26.97,22.56,32.97,7.65
1979-08-10,Huwei,25.96,22.56,32.41,11.09
1979-08-11,Huwei,26.99,22.15,32.41,12.49
1979-08-12,Huwei,27.69,23.7,34.41,5.16
1979-08-13,Huwei,28.58,24.89,33.41,0.34
1979-08-14,Huwei,27.83,25.08,32.97,4.44
1979-08-15,Huwei,27.09,23.97,31.82,33.39
1979-08-16,Huwei,28.03,24.99,37.97,77.36
1979-08-17,Huwei,27.12,24.5,31.97,27.34
1979-08-18,Huwei,26.51,24.12,32.02,20.66
1979-08-19,Huwei,27.07,21.3,33.97,3.25
1979-08-20,Huwei,27.32,23.82,33.97,7.77
1979-08-21,Huwei,26.64,21.92,31.97,23.88
1979-08-22,Huwei,26.69,22.55,30.97,45.42
1979-08-23,Huwei,26.38,22.8,30.97,6.78
1979-08-24,Huwei,26.54,22.34,30.97,58.27
1979-08-25,Huwei,26.07,22.97,29.97,59.96
1979-08-26,Huwei,25.93,23.6,29.97,35.13
1979-08-27,Huwei,26.09,21.67,32.97,10.66
1979-08-28,Huwei,26.78,22.34,32.39,13.62
1979-08-29,Huwei,25.62,22.73,32.41,11.46
1979-08-30,Huwei,26.12,22.44,31.97,14.19
1979-08-31,Huwei,25.63,20.66,31.97,9.95
1979-09-01,Huwei,25.67,21.52,32.97,1.31
1979-09-02,Huwei,26.33,21.97,31.97,1.97
1979-09-03,Huwei,25.1,20.17,31.97,13.46
1979-09-04,Huwei,25.62,20.89,31.97,3.67
1979-09-05,Huwei,26.6,21.66,32.01,10.55
1979-09-06,Huwei,26.3,19.96,32.97,3.26
1979-09-07,Huwei,27.28,20.4,32.25,0.59
1979-09-08,Huwei,27.3,20.4,33.41,2.64
1979-09-09,Huwei,27.23,23.8,32.97,3.61
1979-09-10,Huwei,26.15,20.84,33.97,3.24
1979-09-11,Huwei,26.15,21.68,32.39,4.04
1979-09-12,Huwei,26.52,20.96,33.97,0.43
1979-09-13,Huwei,26.41,21.83,32.97,3.98
1979-09-14,Huwei,27.67,22.52,32.97,0.0
1979-09-15,Huwei,27.76,21.84,33.97,0.0
1979-09-16,Huwei,26.81,21.25,32.97,0.46
1979-09-17,Huwei,26.5,21.95,30.97,4.28
1979-09-18,Huwei,26.97,22.8,32.97,0.58
1979-09-19,Huwei,26.73,22.11,32.97,3.34
1979-09-20,Huwei,27.06,21.9,32.97,0.3
1979-09-21,Huwei,26.61,20.13,32.97,1.26
1979-09-22,Huwei,27.03,22.97,32.97,7.78
1979-09-23,Huwei,26.33,22.68,32.97,26.04
1979-09-24,Huwei,26.71,22.97,30.97,52.81
1979-09-25,Huwei,27.0,23.1,34.39,3.85
1979-09-26,Huwei,26.33,22.57,31.2,6.4
1979-09-27,Huwei,24.79,21.97,34.41,0.0
1979-09-28,Huwei,22.79,15.72,30.41,0.0
1979-09-29,Huwei,23.09,18.51,31.41,0.0
1979-09-30,Huwei,22.08,14.99,31.97,0.0
1979-10-01,Huwei,22.73,18.42,31.97,0.0
1979-10-02,Huwei,23.27,18.84,31.97,0.0
1979-10-03,Huwei,24.05,18.97,31.41,0.0
1979-10-04,Huwei,23.32,17.97,32.41,0.0
1979-10-05,Huwei,21.81,15.83,28.97,0.0
1979-10-06,Huwei,20.86,15.44,28.97,0.0
1979-10-07,Huwei,21.79,16.25,28.97,0.0
1979-10-08,Huwei,21.11,15.33,28.97,0.0
1979-10-09,Huwei,21.67,16.02,30.97,0.0
1979-10-10,Huwei,22.97,18.18,30.97,0.0
1979-10-11,Huwei,23.73,18.97,29.97,0.0
1979-10-12,Huwei,23.24,17.65,31.97,0.0
1979-10-13,Huwei,23.2,18.97,30.97,0.0
1979-10-14,Huwei,23.23,17.97,29.97,0.0
1979-10-15,Huwei,23.46,18.79,30.97,0.0
1979-10-16,Huwei,24.0,19.03,30.97,0.0
1979-10-17,Huwei,23.35,19.28,29.41,0.11
1979-10-18,Huwei,22.12,18.33,31.41,0.0
1979-10-19,Huwei,22.26,17.45,29.41,0.0
1979-10-20,Huwei,22.3,17.55,27.05,0.0
1979-10-21,Huwei,22.8,16.38,28.09,0.0
1979-10-22,Huwei,21.28,15.15,28.97,0.0
1979-10-23,Huwei,21.04,16.7,29.41,0.0
1979-10-24,Huwei,21.73,17.75,27.07,0.0
1979-10-25,Huwei,22.03,17.51,28.41,0.0
1979-10-26,Huwei,22.21,14.98,29.97,0.0
1979-10-27,Huwei,22.52,17.42,30.39,0.0
1979-10-28,Huwei,23.1,16.01,29.97,0.0
1979-10-29,Huwei,23.05,16.05,29.12,0.0
1979-10-30,Huwei,22.6,17.1,30.41,0.0
1979-10-31,Huwei,22.35,17.19,28.73,0.1
1979-11-01,Huwei,23.26,18.23,33.39,0.28
1979-11-02,Huwei,23.59,18.77,29.41,0.12
1979-11-03,Huwei,23.8,19.76,27.42,3.47
1979-11-04,Huwei,23.99,18.82,28.66,0.0
1979-11-05,Huwei,23.71,18.58,28.97,0.0
1979-11-06,Huwei,21.95,17.75,30.41,2.19
1979-11-07,Huwei,21.84,18.49,28.41,19.26
1979-11-08,Huwei,23.23,20.38,28.97,10.42
1979-11-09,Huwei,24.21,19.77,31.41,2.3
1979-11-10,Huwei,23.3,17.89,28.23,0.0
1979-11-11,Huwei,22.18,17.08,27.97,0.0
1979-11-12,Huwei,21.49,17.95,27.97,0.0
1979-11-13,Huwei,18.96,15.72,23.97,0.0
1979-11-14,Huwei,17.88,13.58,23.97,0.45
1979-11-15,Huwei,19.96,14.6,27.97,0.0
1979-11-16,Huwei,22.16,17.53,28.97,0.0
1979-11-17,Huwei,21.65,17.91,26.97,5.35
1979-11-18,Huwei,16.85,11.7,22.97,29.6
1979-11-19,Huwei,13.64,8.89,20.97,1.91
1979-11-20,Huwei,14.94,8.6,24.97,0.0
1979-11-21,Huwei,19.14,13.92,28.39,0.0
1979-11-22,Huwei,19.69,15.26,25.41,0.0
1979-11-23,Huwei,16.14,11.96,20.97,0.0
1979-11-24,Huwei,17.0,12.96,23.97,0.0
1979-11-25,Huwei,18.56,14.5,23.41,0.0
1979-11-26,Huwei,17.15,13.37,23.08,0.0
1979-11-27,Huwei,17.29,13.59,25.39,0.35
1979-11-28,Huwei,17.79,13.97,22.97,0.0
1979-11-29,Huwei,15.5,10.18,21.97,0.0
1979-11-30,Huwei,15.03,8.98,29.41,0.0
1979-12-01,Huwei,16.74,11.98,24.97,0.0
1979-12-02,Huwei,17.04,11.98,23.97,0.0
1979-12-03,Huwei,17.82,13.63,28.41,0.0
1979-12-04,Huwei,18.94,13.98,28.41,0.0
1979-12-05,Huwei,18.45,13.45,29.41,0.0
1979-12-06,Huwei,19.75,12.71,25.97,0.0
1979-12-07,Huwei,19.26,12.84,25.97,0.0
1979-12-08,Huwei,18.97,13.98,24.97,0.0
1979-12-09,Huwei,18.23,12.97,24.04,0.0
1979-12-10,Huwei,17.75,13.97,24.97,0.0
1979-12-11,Huwei,17.77,14.9,23.97,0.27
1979-12-12,Huwei,17.37,13.98,23.97,0.34
1979-12-13,Huwei,14.93,10.97,22.97,0.0
1979-12-14,Huwei,14.38,7.98,23.97,0.0
1979-12-15,Huwei,15.35,11.26,25.97,0.0
1979-12-16,Huwei,17.05,8.98,25.97,0.0
1979-12-17,Huwei,17.86,11.09,25.97,0.0
1979-12-18,Huwei,19.66,15.51,26.97,0.0
1979-12-19,Huwei,19.19,12.89,26.97,0.0
1979-12-20,Huwei,19.43,14.06,25.79,0.0
1979-12-21,Huwei,20.01,13.12,26.75,0.0
1979-12-22,Huwei,19.42,13.01,25.97,0.0
1979-12-23,Huwei,19.43,15.87,22.97,0.0
1979-12-24,Huwei,15.61,10.19,22.97,0.0
1979-12-25,Huwei,15.71,11.97,22.97,0.14
1979-12-26,Huwei,15.08,9.97,24.97,0.0
1979-12-27,Huwei,15.94,9.55,22.97,0.0
1979-12-28,Huwei,17.62,12.03,26.97,0.0
1979-12-29,Huwei,17.96,12.12,24.3,0.0
1979-12-30,Huwei,17.8,11.48,24.7,0.0
1979-12-31,Huwei,17.95,11.01,25.08,0.0
1980-01-01,Huwei,18.64,11.24,24.3,0.0
1980-01-02,Huwei,18.7,12.79,32.41,0.0
1980-01-03,Huwei,18.23,12.3,31.41,0.0
1980-01-04,Huwei,19.12,14.85,30.41,0.0
1980-01-05,Huwei,14.76,10.94,23.41,0.0
1980-01-06,Huwei,15.99,12.21,22.97,0.0
1980-01-07,Huwei,14.65,9.46,25.39,0.0
1980-01-08,Huwei,14.95,11.85,23.41,0.5
1980-01-09,Huwei,15.73,12.97,18.37,14.15
1980-01-10,Huwei,14.14,6.98,23.97,0.0
1980-01-11,Huwei,16.36,10.11,25.41,0.0
1980-01-12,Huwei,17.07,13.22,26.39,0.46
1980-01-13,Huwei,16.98,12.16,24.98,0.0
1980-01-14,Huwei,13.42,10.39,23.41,3.0
1980-01-15,Huwei,14.03,10.32,23.41,0.72
1980-01-16,Huwei,15.1,9.97,25.41,0.0
1980-01-17,Huwei,16.18,12.25,22.41,2.08
1980-01-18,Huwei,14.84,9.54,25.41,0.0
1980-01-19,Huwei,16.21,11.68,26.39,0.0
1980-01-20,Huwei,15.31,10.58,26.41,0.0
1980-01-21,Huwei,14.23,7.97,22.41,0.0
1980-01-22,Huwei,14.46,10.97,21.97,0.0
1980-01-23,Huwei,15.7,10.89,22.97,0.0
1980-01-24,Huwei,15.86,9.75,24.97,0.0
1980-01-25,Huwei,17.11,10.55,26.97,0.0
1980-01-26,Huwei,17.82,14.81,22.97,7.52
1980-01-27,Huwei,18.58,14.37,25.97,7.93
1980-01-28,Huwei,18.52,13.18,29.97,0.0
1980-01-29,Huwei,19.97,16.33,24.97,14.13
1980-01-30,Huwei,15.09,11.97,21.33,6.76
1980-01-31,Huwei,9.87,6.97,11.97,4.99
1980-02-01,Huwei,10.86,7.4,16.18,1.58
1980-02-02,Huwei,13.42,10.15,17.97,16.1
1980-02-03,Huwei,15.29,12.51,20.14,11.21
1980-02-04,Huwei,16.08,11.83,20.64,0.7
1980-02-05,Huwei,11.96,8.97,15.98,8.94
1980-02-06,Huwei,12.18,8.97,17.97,0.11
1980-02-07,Huwei,14.81,12.19,18.61,0.0
1980-02-08,Huwei,13.93,11.79,16.17,4.55
1980-02-09,Huwei,12.98,11.53,15.23,2.95
1980-02-10,Huwei,13.3,10.21,19.97,0.0
1980-02-11,Huwei,14.75,10.88,20.97,0.0
1980-02-12,Huwei,15.13,11.34,19.24,0.0
1980-02-13,Huwei,15.02,10.3,20.81,0.0
1980-02-14,Huwei,15.57,12.96,25.41,9.66
1980-02-15,Huwei,16.1,11.56,28.39,0.0
1980-02-16,Huwei,15.98,12.23,28.39,0.0
1980-02-17,Huwei,16.52,11.93,28.39,0.98
1980-02-18,Huwei,17.07,13.91,27.41,8.22
1980-02-19,Huwei,18.66,14.64,29.41,16.17
1980-02-20,Huwei,18.6,15.92,27.41,10.58
1980-02-21,Huwei,17.19,14.16,28.41,1.22
1980-02-22,Huwei,16.45,13.84,27.39,0.0
1980-02-23,Huwei,16.96,13.25,27.41,7.01
1980-02-24,Huwei,17.07,13.96,26.41,6.03
1980-02-25,Huwei,17.97,14.87,28.41,0.0
1980-02-26,Huwei,19.16,14.95,27.41,0.73
1980-02-27,Huwei,18.84,15.06,25.41,25.7
1980-02-28,Huwei,15.12,9.95,28.41,2.23
1980-02-29,Huwei,17.85,12.4,28.97,0.0
1980-03-01,Huwei,21.39,16.46,28.97,1.95
1980-03-02,Huwei,18.97,14.73,25.97,5.23
1980-03-03,Huwei,19.18,14.71,28.97,0.0
1980-03-04,Huwei,20.35,15.3,27.97,0.68
1980-03-05,Huwei,20.22,15.72,26.97,1.95
1980-03-06,Huwei,19.36,15.97,24.92,8.33
1980-03-07,Huwei,20.86,16.07,27.97,0.76
1980-03-08,Huwei,21.81,16.36,31.97,0.97
1980-03-09,Huwei,23.02,17.94,29.97,3.26
1980-03-10,Huwei,20.47,15.51,25.97,4.44
1980-03-11,Huwei,20.21,16.63,27.97,3.95
1980-03-12,Huwei,18.86,14.99,23.97,0.0
1980-03-13,Huwei,18.53,14.12,23.97,0.0
1980-03-14,Huwei,18.88,14.5,24.97,0.0
1980-03-15,Huwei,17.55,13.81,24.97,0.0
1980-03-16,Huwei,18.85,14.97,26.97,0.12
1980-03-17,Huwei,20.52,15.2,29.97,0.0
1980-03-18,Huwei,22.06,17.72,30.97,0.27
1980-03-19,Huwei,20.26,15.6,27.97,0.0
1980-03-20,Huwei,20.84,17.1,28.97,0.0
1980-03-21,Huwei,21.46,16.97,28.97,0.0
1980-03-22,Huwei,21.85,16.79,30.97,0.37
1980-03-23,Huwei,19.97,14.97,25.97,0.0
1980-03-24,Huwei,18.73,13.97,23.65,0.0
1980-03-25,Huwei,18.37,13.97,26.97,0.11
1980-03-26,Huwei,18.74,15.97,23.97,0.0
1980-03-27,Huwei,18.04,13.92,24.97,3.29
1980-03-28,Huwei,20.23,16.97,29.97,1.46
1980-03-29,Huwei,21.67,16.64,30.97,0.92
1980-03-30,Huwei,22.87,19.11,29.97,0.0
1980-03-31,Huwei,23.12,17.39,30.97,0.0
1980-04-01,Huwei,21.18,15.97,27.17,0.12
1980-04-02,Huwei,18.24,15.25,25.97,4.68
1980-04-03,Huwei,21.07,17.74,27.97,0.0
1980-04-04,Huwei,22.01,17.31,29.97,0.0
1980-04-05,Huwei,24.11,18.82,29.46,0.0
1980-04-06,Huwei,24.72,20.15,30.97,0.0
1980-04-07,Huwei,23.2,19.6,29.97,0.39
1980-04-08,Huwei,22.69,18.73,27.0,0.0
1980-04-09,Huwei,23.25,18.86,27.97,3.34
1980-04-10,Huwei,20.87,17.36,27.97,0.0
1980-04-11,Huwei,22.64,16.9,28.97,0.0
1980-04-12,Huwei,23.2,17.95,29.97,6.18
1980-04-13,Huwei,24.55,20.38,30.97,58.3
1980-04-14,Huwei,19.96,15.97,26.56,24.01
1980-04-15,Huwei,16.77,13.97,21.36,19.13
1980-04-16,Huwei,20.13,14.93,26.25,1.0
1980-04-17,Huwei,20.32,13.93,26.97,0.0
1980-04-18,Huwei,21.06,13.65,26.97,0.0
1980-04-19,Huwei,22.43,17.26,30.97,0.0
1980-04-20,Huwei,24.91,20.24,29.97,0.35
1980-04-21,Huwei,23.82,19.32,28.97,3.76
1980-04-22,Huwei,21.92,18.91,26.97,17.46
1980-04-23,Huwei,21.87,19.27,26.97,13.59
1980-04-24,Huwei,21.95,18.23,27.97,9.46
1980-04-25,Huwei,21.2,17.0,26.97,0.0
1980-04-26,Huwei,21.27,17.18,26.97,0.0
1980-04-27,Huwei,22.07,18.7,27.97,6.03
1980-04-28,Huwei,23.2,18.55,28.97,0.45
1980-04-29,Huwei,24.49,19.0,30.97,3.36
1980-04-30,Huwei,24.35,20.23,27.97,0.45
1980-05-01,Huwei,22.89,18.97,26.84,12.67
1980-05-02,Huwei,23.23,19.97,26.39,0.81
1980-05-03,Huwei,24.06,19.09,29.15,0.74
1980-05-04,Huwei,24.62,19.88,28.54,0.95
1980-05-05,Huwei,25.77,21.0,30.26,0.0
1980-05-06,Huwei,24.78,20.43,30.97,3.93
1980-05-07,Huwei,24.44,21.03,31.41,1.73
1980-05-08,Huwei,25.06,20.26,33.41,3.9
1980-05-09,Huwei,24.47,20.83,28.98,5.72
1980-05-10,Huwei,22.2,18.15,28.97,5.34
1980-05-11,Huwei,24.16,19.83,29.97,0.14
